rooms,area_total,area_living,area_kitchen,floor,floors_total,floor_ratio,building_year,building_age,company_ad,is_first_floor,is_last_floor,is_single_floor,has_furniture,has_appliances,has_balcony_text,has_parking,has_concierge,has_elevator,no_animals,renovation_euro,renovation_cosmetic,renovation_none,owner_rents,metro_nearby,metro_distance,month,day_of_week,is_weekend,days_since_listed,has_area_living,has_area_kitchen,has_building_year,has_floor_info,has_contact,price_usd,source,address,ad_link,metro_station,building_decade,price_per_m2
,53.0,,7.0,1.0,5.0,0.2,,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,489.10569161437735,6.0,2.0,0,10.0,0,1,0,1,1,532.77,kufar,"переулок Кузьмы Чорного, 4, Минск",https://re.kufar.by/vi/1073528257,Парк Челюскинцев,,10.052264150943396
2.0,38.0,22.0,9.0,18.0,25.0,0.72,2024.0,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.5923003883336,6.0,2.0,0,10.0,1,1,1,1,1,781.39,kufar,"Игоря Лученка ул, 31, Минск",https://re.kufar.by/vi/1073526080,Неморшанский сад,2020-е,20.562894736842104
,62.04,29.9,11.0,4.0,16.0,0.25,2016.0,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,480.1102845973272,6.0,2.0,0,10.0,1,1,1,1,1,670.0,kufar,"Грушевская ул, 71, Минск",https://re.kufar.by/vi/1073521756,Грушевка,2010-е,10.799484203739523
2.0,33.0,18.0,6.0,3.0,5.0,0.6,1953.0,73.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,259.3028594049974,6.0,2.0,0,10.0,1,1,1,1,1,450.0,kufar,"Богдана Хмельницкого ул, 4, Минск",https://re.kufar.by/vi/1073515809,Академия наук,1950-е,13.636363636363637
2.0,45.0,28.0,18.0,8.0,19.0,0.42105263157894735,2023.0,3.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.3011464778036,6.0,2.0,0,10.0,1,1,1,1,1,700.0,kufar,"Игоря Лученка ул, 2, Минск",https://re.kufar.by/vi/1073510659,Аэродромная,2020-е,15.555555555555555
,53.8,49.2,,25.0,25.0,1.0,2023.0,3.0,True,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,661.0169819139143,6.0,2.0,0,10.0,1,0,1,1,1,900.0,kufar,"Жореса Алфёрова ул, 16, Минск",https://re.kufar.by/vi/1073506707,Неморшанский сад,2020-е,16.728624535315987
,34.2,29.2,,6.0,25.0,0.24,2022.0,4.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,337.66915515566643,6.0,2.0,0,10.0,1,0,1,1,1,630.0,kufar,"Белградская ул, 8, Минск",https://re.kufar.by/vi/1073506706,Аэродромная,2020-е,18.421052631578945
,63.3,37.2,,8.0,9.0,0.8888888888888888,2025.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429.2267946067877,6.0,2.0,0,10.0,1,0,1,1,1,1882.44,kufar,"Нововиленская ул, 61, Минск",https://re.kufar.by/vi/1073504420,Молодёжная,2020-е,29.73838862559242
3.0,62.6,36.9,8.8,5.0,12.0,0.4166666666666667,1982.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2327.013914239512,6.0,2.0,0,10.0,1,1,1,1,1,500.0,kufar,"Рокоссовского пр, 30/2, Минск",https://re.kufar.by/vi/1073503127,Пролетарская,1980-е,7.987220447284344
4.0,34.0,16.73,7.17,4.0,9.0,0.4444444444444444,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.9268944330242,6.0,2.0,0,10.0,1,1,0,1,1,400.0,kufar,"Любимова пр, 46к2, Минск",https://re.kufar.by/vi/1073499887,Петровщина,,11.764705882352942
,70.0,,,11.0,18.0,0.6111111111111112,2019.0,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.6903112047715,6.0,2.0,0,10.0,0,0,1,1,1,781.39,kufar,"Щорса ул, 4Б, Минск",https://re.kufar.by/vi/1073499261,Грушевка,2010-е,11.162714285714285
,54.6,37.1,,2.0,7.0,0.2857142857142857,1961.0,65.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,324.8044589286518,6.0,2.0,0,10.0,1,0,1,1,1,600.25,kufar,"Мясникова ул, 34, Минск",https://re.kufar.by/vi/1073489299,Площадь Франтишка Богушевича,1960-е,10.993589743589743
,41.7,27.3,,5.0,17.0,0.29411764705882354,2018.0,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.572071510758,6.0,2.0,0,10.0,1,0,1,1,1,700.0,kufar,"Победителей пр, 115, Минск",https://re.kufar.by/vi/1073480856,Пушкинская,2010-е,16.786570743405274
,42.2,16.08,10.0,17.0,29.0,0.5862068965517241,2024.0,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141.691466427534,6.0,2.0,0,10.0,1,1,1,1,1,650.0,kufar,"Щорса ул, 42, Минск",https://re.kufar.by/vi/1073480858,Грушевка,2020-е,15.402843601895734
,36.0,,,7.0,9.0,0.7777777777777778,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3920.1969486134685,6.0,2.0,0,10.0,0,0,0,1,1,500.0,kufar,"Мирошниченко ул, 47, Минск",https://re.kufar.by/vi/1073478920,Восток,,13.88888888888889
2.0,30.0,25.0,5.0,8.0,16.0,0.5,2020.0,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,526.9870378042774,6.0,2.0,0,10.0,1,1,1,1,1,650.0,kufar,"Братская ул, 4, Минск",https://re.kufar.by/vi/1073474560,Аэродромная,2020-е,21.666666666666668
,148.9,83.3,16.8,5.0,7.0,0.7142857142857143,2002.0,24.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.29468195746,6.0,2.0,0,10.0,1,1,1,1,1,1598.3,kufar,"Чехова ул, 3, Минск",https://re.kufar.by/vi/1073471250,Молодёжная,2000-е,10.734049697783746
,100.7,94.1,,13.0,18.0,0.7222222222222222,,,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,159.5511389545318,6.0,2.0,0,10.0,1,0,0,1,1,887.94,kufar,"Дзержинского пр, 123, Минск",https://re.kufar.by/vi/1073470464,Малиновка,,8.817676266137042
3.0,81.6,61.8,9.3,4.0,9.0,0.4444444444444444,1968.0,58.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,378.3396884720816,6.0,2.0,0,10.0,1,1,1,1,1,781.39,kufar,"Золотая Горка ул, 20, Минск",https://re.kufar.by/vi/1057843333,Площадь Якуба Коласа,1960-е,9.575857843137255
,34.0,15.6,8.0,15.0,16.0,0.9375,2024.0,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.121265533247,6.0,2.0,0,10.0,1,1,1,1,1,600.0,kufar,"Станиславского ул, 27, Минск",https://re.kufar.by/vi/1073462525,Пролетарская,2020-е,17.647058823529413
,137.8,74.0,22.9,2.0,19.0,0.10526315789473684,2010.0,16.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.5076192327974,6.0,2.0,0,10.0,1,1,1,1,1,554.08,kufar,"Матусевича ул, 66, Минск",https://re.kufar.by/vi/1073461405,Кунцевщина,2010-е,4.020899854862119
2.0,32.0,18.0,7.0,2.0,5.0,0.4,1968.0,58.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537.4685442017892,6.0,2.0,0,10.0,1,1,1,1,1,390.69,kufar,"Волгоградская ул, 63, Минск",https://re.kufar.by/vi/1073459455,Парк Челюскинцев,1960-е,12.2090625
1.0,48.0,28.0,10.0,3.0,3.0,1.0,1956.0,70.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.3189600831745,6.0,2.0,0,10.0,1,1,1,1,1,600.0,kufar,"Максима Богдановича ул, 25, Минск",https://re.kufar.by/vi/1069486179,Немига,1950-е,12.5
,68.4,33.1,,2.0,9.0,0.2222222222222222,,,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4967.348588549094,6.0,2.0,0,10.0,1,0,0,1,1,845.32,kufar,"Павлины Медёлки ул, 5, Минск",https://re.kufar.by/vi/1073454797,Площадь Якуба Коласа,,12.358479532163742
3.0,49.0,28.8,7.8,1.0,9.0,0.1111111111111111,2008.0,18.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.7694009244176,6.0,2.0,0,10.0,1,1,1,1,1,355.18,kufar,"Маяковского ул, 140, Минск",https://re.kufar.by/vi/1073454646,Аэродромная,2000-е,7.248571428571429
4.0,63.0,57.0,12.0,18.0,25.0,0.72,,,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,297.8405347062557,6.0,2.0,0,10.0,1,1,0,1,1,958.98,kufar,"Петра Мстиславца ул, 15, Минск",https://re.kufar.by/vi/1073452367,Восток,,15.221904761904762
,41.3,32.7,,7.0,25.0,0.28,2023.0,3.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,406.0202069370305,6.0,2.0,0,10.0,1,0,1,1,1,750.0,kufar,"Аэродромная ул, 20, Минск",https://re.kufar.by/vi/1073446652,Аэродромная,2020-е,18.159806295399516
4.0,43.0,29.0,12.0,6.0,,,2014.0,12.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2733.7979465433755,6.0,2.0,0,10.0,1,1,1,0,1,497.25,kufar,"Каховская ул, 17, Минск",https://re.kufar.by/vi/1073445229,Немига,2010-е,11.563953488372093
,38.0,17.0,7.0,9.0,16.0,0.5625,1987.0,39.0,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1291.5949982934515,6.0,2.0,0,10.0,1,1,1,1,1,461.73,kufar,"Сурганова ул, 52, Минск",https://re.kufar.by/vi/1073444805,Академия наук,1980-е,12.150789473684211
,36.0,18.0,7.0,9.0,16.0,0.5625,1987.0,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1282.5196105226407,6.0,2.0,0,10.0,1,1,1,1,1,461.73,kufar,"Сурганова ул, 52, Минск",https://re.kufar.by/vi/1073442335,Академия наук,1980-е,12.825833333333334
,74.4,42.0,12.3,2.0,18.0,0.1111111111111111,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,426.5997937850142,6.0,2.0,0,10.0,1,1,0,1,1,900.0,kufar,"Газеты Правда пр, 16, Минск",https://re.kufar.by/vi/1073435207,Петровщина,,12.096774193548386
2.0,43.0,35.0,9.0,9.0,23.0,0.391304347826087,2026.0,0.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141.57166455433125,6.0,2.0,0,10.0,1,1,1,1,1,650.0,kufar,"Щорса ул, 42, Минск",https://re.kufar.by/vi/1065465798,Грушевка,2020-е,15.116279069767442
2.0,50.4,,,4.0,9.0,0.4444444444444444,1998.0,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.1515106283587,6.0,1.0,0,11.0,0,0,1,1,1,490.0,kufar,"Михася Лынькова ул, 15В, Минск",https://re.kufar.by/vi/1073396810,Пушкинская,1990-е,9.722222222222223
4.0,28.0,,,1.0,16.0,0.0625,2024.0,2.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.6562472983674,6.0,1.0,0,11.0,0,0,1,1,1,510.0,kufar,"Волгоградская ул, 68, Минск",https://re.kufar.by/vi/1073391696,Парк Челюскинцев,2020-е,18.214285714285715
2.0,64.0,44.0,11.0,13.0,20.0,0.65,2014.0,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3272.1747858125686,6.0,1.0,0,11.0,1,1,1,1,1,600.0,kufar,"Ржавецкая ул, 3, Минск",https://re.kufar.by/vi/1073392574,Кунцевщина,2010-е,9.375
,48.0,38.0,7.0,4.0,9.0,0.4444444444444444,1973.0,53.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.9298370480944,6.0,1.0,0,11.0,1,1,1,1,1,532.77,kufar,"Матусевича ул, 30, Минск",https://re.kufar.by/vi/1073388261,Спортивная,1970-е,11.099375
4.0,62.0,,,4.0,10.0,0.4,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3256.5747613778167,6.0,1.0,0,11.0,0,0,0,1,1,650.0,kufar,"Мястровская ул, 13, Минск",https://re.kufar.by/vi/1073387659,Спортивная,,10.483870967741936
1.0,37.0,18.0,7.5,5.0,5.0,1.0,,,False,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.0095355406606,6.0,1.0,0,11.0,1,1,0,1,1,355.18,kufar,"Ангарская ул, 76, Минск",https://re.kufar.by/vi/1073387073,Могилёвская,,9.59945945945946
3.0,57.0,37.0,20.0,7.0,15.0,0.4666666666666667,2022.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.5448843553633,6.0,1.0,0,11.0,1,1,1,1,1,720.0,kufar,"Леонида Левина ул, 2, Минск",https://re.kufar.by/vi/1070694594,Аэродромная,2020-е,12.631578947368421
,71.0,42.4,12.4,23.0,30.0,0.7666666666666667,2015.0,11.0,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.679703680658,6.0,1.0,0,11.0,1,1,1,1,1,1200.0,kufar,"Кальварийская ул, 16, Минск",https://re.kufar.by/vi/1073375971,Юбилейная площадь,2010-е,16.901408450704224
,42.4,25.0,,3.0,19.0,0.15789473684210525,2018.0,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3123.9540260101926,6.0,1.0,0,11.0,1,0,1,1,1,620.0,kufar,"Победителей пр, 115, Минск",https://re.kufar.by/vi/1073375972,Пушкинская,2010-е,14.622641509433963
,43.0,,,1.0,9.0,0.1111111111111111,,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2381.8264115674974,6.0,1.0,0,11.0,0,0,0,1,1,350.0,kufar,"Каменногорская ул, 82, Минск",https://re.kufar.by/vi/1073375049,Каменная Горка,,8.13953488372093
,58.7,54.8,9.5,7.0,13.0,0.5384615384615384,2018.0,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0719102813574,6.0,1.0,0,11.0,1,1,1,1,1,900.0,kufar,"Братская ул, 2, Минск",https://re.kufar.by/vi/1070029323,Аэродромная,2010-е,15.33219761499148
,40.0,28.0,15.0,21.0,,,2022.0,4.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,434.6716769876754,6.0,1.0,0,11.0,1,1,1,0,1,600.0,kufar,"Игоря Лученка ул, 9, Минск",https://re.kufar.by/vi/1073362299,Аэродромная,2020-е,15.0
2.0,46.0,39.0,6.1,3.0,5.0,0.6,1970.0,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4627359710321373,6.0,1.0,0,11.0,1,1,1,1,1,348.07,kufar,Минск,https://re.kufar.by/vi/1073361940,Восток,1970-е,7.566739130434782
,46.7,28.3,7.2,5.0,9.0,0.5555555555555556,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,287.9735345630192,6.0,1.0,0,11.0,1,1,0,1,1,497.25,kufar,"Жуковского ул, 10к2, Минск",https://re.kufar.by/vi/1073361350,Ковальская Слобода,,10.647751605995717
5.0,78.0,50.0,10.0,6.0,9.0,0.6666666666666666,,,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.7682890800802,6.0,1.0,0,11.0,1,1,0,1,1,750.0,kufar,"Янки Купалы ул, 7, Минск",https://re.kufar.by/vi/1073360448,Купаловская,,9.615384615384615
4.0,60.7,37.4,7.6,2.0,2.0,1.0,1951.0,75.0,True,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.5614284637217,6.0,1.0,0,11.0,1,1,1,1,1,532.77,kufar,"Партизанский пр, 131, Минск",https://re.kufar.by/vi/1072344682,Могилёвская,1950-е,8.777100494233936
2.0,61.0,19.1,,7.0,26.0,0.2692307692307692,2020.0,6.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.8670933346507,6.0,1.0,0,11.0,1,0,1,1,1,710.35,kufar,"Максима Богдановича ул, 132, Минск",https://re.kufar.by/vi/1068910657,Академия наук,2020-е,11.645081967213114
,100.0,,,,,,2010.0,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3095.7661914240157,6.0,1.0,0,11.0,0,0,1,0,1,905.7,kufar,"Гая ул, 86, Минск",https://re.kufar.by/vi/1073352726,Площадь Якуба Коласа,2010-е,9.057
,36.8,32.0,,2.0,25.0,0.08,2020.0,6.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.2458587790146,6.0,1.0,0,11.0,1,0,1,1,1,900.0,kufar,"Макаёнка ул, 12Л, Минск",https://re.kufar.by/vi/1073349034,Парк Челюскинцев,2020-е,24.456521739130437
3.0,44.0,30.0,6.0,2.0,4.0,0.5,1960.0,66.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.0676094749874,6.0,1.0,0,11.0,1,1,1,1,1,650.0,kufar,"Волгоградская ул, 27, Минск",https://re.kufar.by/vi/1072954295,Московская,1960-е,14.772727272727273
5.0,90.7,60.7,9.3,2.0,10.0,0.2,2000.0,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,471.42925079166116,6.0,1.0,0,11.0,1,1,1,1,1,980.0,kufar,"Жуковского ул, 29, Минск",https://re.kufar.by/vi/1065499424,Ковальская Слобода,2000-е,10.804851157662624
,53.0,,8.0,2.0,5.0,0.4,,,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2934.993497930763,6.0,1.0,0,11.0,0,1,0,1,1,410.0,kufar,"Ташкентская ул, 22к1, Минск",https://re.kufar.by/vi/1073334528,Автозаводская,,7.735849056603773
2.0,43.0,38.0,,11.0,15.0,0.7333333333333333,2023.0,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1111.6314542044686,6.0,1.0,0,11.0,1,0,1,1,1,568.28,kufar,"Михаила Савицкого ул, 2, Минск",https://re.kufar.by/vi/1073334264,Аэродромная,2020-е,13.215813953488372
1.0,42.2,17.2,9.7,5.0,17.0,0.29411764705882354,2010.0,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1723.7726571919306,6.0,1.0,0,11.0,1,1,1,1,1,500.0,kufar,"Кропоткина ул, 84, Минск",https://re.kufar.by/vi/1073333674,Площадь Якуба Коласа,2010-е,11.848341232227487
1.0,49.0,20.5,12.3,6.0,13.0,0.46153846153846156,2013.0,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181.4432578197735,6.0,1.0,0,11.0,1,1,1,1,1,490.0,kufar,"Щорса ул, 11, Минск",https://re.kufar.by/vi/1073330157,Грушевка,2010-е,10.0
,130.0,100.0,,2.0,2.0,1.0,2026.0,0.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.2689781424847,6.0,1.0,0,11.0,1,0,1,1,1,1000.0,kufar,"4-й Брестский переулок, 26/1, Минск",https://re.kufar.by/vi/1073328381,Неморшанский сад,2020-е,7.6923076923076925
1.0,42.0,23.0,10.0,4.0,9.0,0.4444444444444444,1975.0,51.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.196259187154,6.0,1.0,0,11.0,1,1,1,1,1,480.0,kufar,"Кульман ул, 15, Минск",https://re.kufar.by/vi/1073327834,Площадь Якуба Коласа,1970-е,11.428571428571429
,78.0,41.0,18.0,2.0,10.0,0.2,2010.0,16.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.7076421732068,6.0,1.0,0,11.0,1,1,1,1,1,600.0,kufar,"Нёманская ул, 43, Минск",https://re.kufar.by/vi/1073321937,Каменная Горка,2010-е,7.6923076923076925
2.0,36.6,15.9,10.0,15.0,22.0,0.6818181818181818,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2945.1993639908196,6.0,1.0,0,11.0,1,1,0,1,1,649.97,kufar,"Мястровская ул, 8, Минск",https://re.kufar.by/vi/1073321762,Спортивная,,17.758743169398908
,141.2,54.0,41.2,2.0,3.0,0.6666666666666666,2008.0,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414.04077498719,6.0,1.0,0,11.0,1,1,1,1,1,2200.0,kufar,"1-я Базисная ул, 43А, Минск",https://re.kufar.by/vi/1072467127,Академия наук,2000-е,15.58073654390935
2.0,57.1,40.0,12.0,12.0,12.0,1.0,,,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,404.0267794622037,6.0,1.0,0,11.0,1,1,0,1,1,790.0,kufar,"Независимости пр, 168к3, Минск",https://re.kufar.by/vi/1072602505,Уручье,,13.8353765323993
,99.0,49.8,13.9,6.0,25.0,0.24,2012.0,14.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.1657625772666,6.0,1.0,0,11.0,1,1,1,1,1,1770.91,kufar,"Победителей пр, 27, Минск",https://re.kufar.by/vi/1073319036,Фрунзенская,2010-е,17.8879797979798
2.0,38.0,17.0,,1.0,5.0,0.2,,,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.9035167915522,6.0,1.0,0,11.0,1,0,0,1,1,500.0,kufar,"Волгоградская ул, 49, Минск",https://re.kufar.by/vi/1051723645,Парк Челюскинцев,,13.157894736842104
,28.9,21.6,,7.0,19.0,0.3684210526315789,2022.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,294.8188214929902,6.0,1.0,0,11.0,1,0,1,1,1,532.77,kufar,"Николы Теслы ул, 18, Минск",https://re.kufar.by/vi/1073309649,Аэродромная,2020-е,18.43494809688581
2.0,48.0,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.4470658902276,6.0,1.0,0,11.0,0,0,0,0,1,355.18,kufar,"Ангарская ул, 13к2, Минск",https://re.kufar.by/vi/1073269597,Могилёвская,,7.399583333333333
4.0,51.0,24.8,8.7,12.0,12.0,1.0,1986.0,40.0,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1613.3442857000816,6.0,0.0,0,12.0,1,1,1,1,1,530.0,kufar,"Рафиева ул, 3к1, Минск",https://re.kufar.by/vi/1073262525,Петровщина,1980-е,10.392156862745098
2.0,41.6,18.0,9.0,8.0,10.0,0.8,2017.0,9.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186.636941525057,6.0,0.0,0,12.0,1,1,1,1,1,532.77,kufar,"Нёманская ул, 85, Минск",https://re.kufar.by/vi/1073260135,Каменная Горка,2010-е,12.806971153846153
1.0,40.0,20.0,7.0,4.0,9.0,0.4444444444444444,2007.0,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.70809534898,6.0,0.0,0,12.0,1,1,1,1,1,330.0,kufar,"Скрипникова ул, 31, Минск",https://re.kufar.by/vi/1073259534,Каменная Горка,2000-е,8.25
4.0,92.9,51.7,15.6,7.0,9.0,0.7777777777777778,2013.0,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,642.2576429739873,6.0,0.0,0,12.0,1,1,1,1,1,1200.0,kufar,"Жуковского ул, 29Б, Минск",https://re.kufar.by/vi/1073124079,Аэродромная,2010-е,12.917115177610333
