rooms,area_total,area_living,area_kitchen,floor,floors_total,floor_ratio,building_year,building_age,company_ad,is_first_floor,is_last_floor,is_single_floor,has_furniture,has_appliances,has_balcony_text,has_parking,has_concierge,has_elevator,no_animals,renovation_euro,renovation_cosmetic,renovation_none,owner_rents,metro_nearby,metro_distance,month,day_of_week,is_weekend,days_since_listed,has_area_living,has_area_kitchen,has_building_year,has_floor_info,has_contact,price_usd,source,address,ad_link,metro_station,building_decade,price_per_m2
2.0,44.7,26.9,,3.0,5.0,0.6,,,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1556.525438295261,6.0,0.0,0,5.0,1,0,0,1,0,640.0,realt,Минск Фроликова ул. 5,https://realt.by/rent-flat-for-long/object/4160293/,Тракторный завод,,14.317673378076062
2.0,71.0,62.5,,5.0,6.0,0.8333333333333334,2011.0,15.0,True,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.7150051297233,2.0,3.0,0,877.0,1,0,1,1,0,1800.0,realt,Минск Сторожовская ул. 6,https://realt.by/rent-flat-for-long/object/3243961/,Немига,2010-е,25.35211267605634
2.0,47.9,31.0,,10.0,24.0,0.4166666666666667,2020.0,6.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.2442194750536,5.0,5.0,1,35.0,1,0,1,1,0,800.0,realt,Минск Скорины ул. 5,https://realt.by/rent-flat-for-long/object/4132867/,Восток,2020-е,16.701461377870565
2.0,60.0,40.0,,12.0,15.0,0.8,2006.0,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.0933167249405,8.0,4.0,0,666.0,1,0,1,1,0,1450.0,realt,Минск Алибегова ул. 12,https://realt.by/rent-flat-for-long/object/3435872/,Петровщина,2000-е,24.166666666666668
3.0,46.5,44.5,,2.0,19.0,0.10526315789473684,2023.0,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.047531418199,6.0,0.0,0,5.0,1,0,1,1,0,800.0,realt,Минск Левина ул. 1 0,https://realt.by/rent-flat-for-long/object/4160185/,Аэродромная,2020-е,17.204301075268816
4.0,155.9,106.3,,2.0,10.0,0.2,1999.0,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353.808523716593,4.0,0.0,0,432.0,1,0,1,1,0,890.0,realt,Минск Беды ул. 8,https://realt.by/rent-flat-for-long/object/3712715/,Академия наук,1990-е,5.708787684413085
2.0,62.7,34.0,,11.0,26.0,0.4230769230769231,2010.0,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2133.323443329985,6.0,0.0,0,5.0,1,0,1,1,0,750.0,realt,Минск Богдановича ул. 136,https://realt.by/rent-flat-for-long/object/4160180/,Академия наук,2010-е,11.961722488038276
3.0,68.3,51.1,,17.0,20.0,0.85,2026.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.6637684600496,6.0,2.0,0,17.0,1,0,1,1,0,1000.0,realt,Минск Минина ул. 6,https://realt.by/rent-flat-for-long/object/4149343/,Михалово,2020-е,14.641288433382138
3.0,100.1,69.0,,3.0,6.0,0.5,2019.0,7.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3574.028369986795,6.0,0.0,0,5.0,1,0,1,1,0,7500.0,realt,Минск Ратомская ул. 34,https://realt.by/rent-flat-for-long/object/4160148/,Кунцевщина,2010-е,74.92507492507492
2.0,44.6,42.0,,7.0,19.0,0.3684210526315789,2020.0,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,316.23888671516636,3.0,1.0,0,1187.0,1,0,1,1,0,650.0,realt,Минск Мира просп. 1,https://realt.by/rent-flat-for-long/object/3001131/,Аэродромная,2020-е,14.573991031390134
4.0,162.0,146.0,,10.0,10.0,1.0,1997.0,29.0,False,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,216.53402191776775,6.0,0.0,0,5.0,1,0,1,1,0,1150.0,realt,Минск Независимости просп. 181,https://realt.by/rent-flat-for-long/object/4160031/,Уручье,1990-е,7.098765432098766
3.0,103.8,51.18,,2.0,19.0,0.10526315789473684,2020.0,6.0,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2601.429239136603,6.0,0.0,0,5.0,1,0,1,1,0,1000.0,realt,Минск Червякова ул. 52,https://realt.by/rent-flat-for-long/object/4160015/,Немига,2020-е,9.633911368015415
3.0,93.8,85.5,,4.0,15.0,0.26666666666666666,,,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,316.3157853160841,6.0,0.0,0,5.0,1,0,0,1,0,800.0,realt,Минск Дзержинского просп. 125 а,https://realt.by/rent-flat-for-long/object/4159981/,Малиновка,,8.528784648187633
2.0,40.3,28.2,,6.0,9.0,0.6666666666666666,,,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.4035502311735,3.0,1.0,0,95.0,1,0,0,1,0,450.0,realt,Минск Багратиона 2-й пер. 19,https://realt.by/rent-flat-for-long/object/4072757/,Парк Челюскинцев,,11.166253101736974
2.0,45.0,38.0,,3.0,25.0,0.12,2021.0,5.0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,161.44967109084152,6.0,0.0,0,5.0,1,0,1,1,0,1600.0,realt,Минск Белградская ул. 1,https://realt.by/rent-flat-for-long/object/4159967/,Аэродромная,2020-е,35.55555555555556
1.0,34.0,28.0,,8.0,13.0,0.6153846153846154,2024.0,2.0,False,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.7717569945672,6.0,0.0,0,5.0,1,0,1,1,0,600.0,realt,Минск Игоря Лученка ул. 16,https://realt.by/rent-flat-for-long/object/4159958/,Аэродромная,2020-е,17.647058823529413
2.0,65.0,55.0,,16.0,22.0,0.7272727272727273,,,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11299.479686761546,6.0,0.0,0,5.0,1,0,0,1,0,1700.0,realt,Минск  15,https://realt.by/rent-flat-for-long/object/4159949/,Уручье,,26.153846153846153
1.0,45.0,18.0,,7.0,19.0,0.3684210526315789,2017.0,9.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.28978570383389,6.0,0.0,0,5.0,1,0,1,1,0,1400.0,realt,Минск Пташука 9,https://realt.by/rent-flat-for-long/object/4159940/,Купаловская,2010-е,31.11111111111111
3.0,95.5,91.5,,8.0,8.0,1.0,2016.0,10.0,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.6747404799834,12.0,1.0,0,185.0,1,0,1,1,0,3000.0,realt,Минск Киселева ул. 17,https://realt.by/rent-flat-for-long/object/3987879/,Площадь Победы,2010-е,31.413612565445025
2.0,68.7,63.1,,5.0,26.0,0.19230769230769232,2017.0,9.0,True,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3990.539137749081,12.0,1.0,0,185.0,1,0,1,1,0,1300.0,realt,Минск Победителей просп. 135 А,https://realt.by/rent-flat-for-long/object/3987878/,Кунцевщина,2010-е,18.922852983988353
4.0,93.0,53.0,,9.0,10.0,0.9,1999.0,27.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2567.154200262523,5.0,4.0,0,35.0,1,0,1,1,0,830.0,realt,Минск Радужная ул. 13,https://realt.by/rent-flat-for-long/object/4132700/,Пушкинская,1990-е,8.924731182795698
4.0,217.0,170.0,,2.0,7.0,0.2857142857142857,,,True,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.2468134416282,5.0,4.0,0,35.0,1,0,0,1,0,5000.0,realt,Минск Сторожовская ул. 6,https://realt.by/rent-flat-for-long/object/4132685/,Немига,,23.04147465437788
2.0,62.64,40.0,,4.0,6.0,0.6666666666666666,,,True,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,442.34387512288686,5.0,4.0,0,35.0,1,0,0,1,0,1000.0,realt,Минск Купалы ул. 17,https://realt.by/rent-flat-for-long/object/4132669/,Купаловская,,15.964240102171136
1.0,38.6,19.0,,3.0,4.0,0.75,,,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.1301934967964,5.0,4.0,0,35.0,1,0,0,1,0,530.0,realt,Минск Володарского ул. 15,https://realt.by/rent-flat-for-long/object/4132668/,Площадь Ленина,,13.730569948186528
3.0,115.8,87.0,,3.0,9.0,0.3333333333333333,2021.0,5.0,True,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.1072503271535,5.0,4.0,0,35.0,1,0,1,1,0,1500.0,realt,Минск Богдановича ул. 52 Б,https://realt.by/rent-flat-for-long/object/4132664/,Площадь Якуба Коласа,2020-е,12.953367875647668
3.0,111.4,70.0,,1.0,9.0,0.1111111111111111,2021.0,5.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.1072503271535,5.0,4.0,0,36.0,1,0,1,1,0,1300.0,realt,Минск Богдановича ул. 52 Б,https://realt.by/rent-flat-for-long/object/4132661/,Площадь Якуба Коласа,2020-е,11.669658886894075
4.0,103.1,80.0,,16.0,19.0,0.8421052631578947,2010.0,16.0,True,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290.709610564311,5.0,4.0,0,36.0,1,0,1,1,0,1000.0,realt,Минск Беды ул. 45,https://realt.by/rent-flat-for-long/object/4132659/,Парк Челюскинцев,2010-е,9.699321047526674
1.0,34.7,30.4,,21.0,25.0,0.84,2021.0,5.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.817279950259,5.0,4.0,0,36.0,1,0,1,1,0,570.0,realt,Минск Макаенка ул. 12 Ж,https://realt.by/rent-flat-for-long/object/4132635/,Парк Челюскинцев,2020-е,16.42651296829971
4.0,112.4,90.0,,1.0,3.0,0.3333333333333333,2020.0,6.0,False,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.564320176947,6.0,6.0,1,6.0,1,0,1,1,0,1500.0,realt,Минск Космонавтов ул. 22 2,https://realt.by/rent-flat-for-long/object/4159834/,Малиновка,2020-е,13.345195729537366
3.0,65.0,40.0,,3.0,5.0,0.6,1995.0,31.0,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2634.055590741428,6.0,6.0,1,6.0,1,0,1,1,0,650.0,realt,Минск Солтыса ул. 48,https://realt.by/rent-flat-for-long/object/4159831/,Партизанская,1990-е,10.0
2.0,58.9,31.3,,15.0,15.0,1.0,2014.0,12.0,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3591.7025509907344,6.0,6.0,1,6.0,1,0,1,1,0,420.0,realt,Минск Мястровская ул. 29,https://realt.by/rent-flat-for-long/object/4159793/,Спортивная,2010-е,7.130730050933786
1.0,43.0,29.0,,9.0,10.0,0.9,2015.0,11.0,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,271.1354242431456,11.0,2.0,0,1312.0,1,0,1,1,0,580.0,realt,Минск Притыцкого ул. 97,https://realt.by/rent-flat-for-long/object/2910573/,Каменная Горка,2010-е,13.488372093023257
4.0,87.6,59.0,,6.0,9.0,0.6666666666666666,1974.0,52.0,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1682.5299597607402,5.0,4.0,0,36.0,1,0,1,1,0,2800.0,realt,Минск Червякова ул. 6,https://realt.by/rent-flat-for-long/object/4132569/,Немига,1970-е,31.963470319634705
3.0,91.3,51.4,,14.0,14.0,1.0,2014.0,12.0,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3623.6056663234494,12.0,1.0,0,186.0,1,0,1,1,0,850.0,realt,Минск Победителей просп. 125,https://realt.by/rent-flat-for-long/object/3987521/,Спортивная,2010-е,9.309967141292443
2.0,55.7,,,6.0,25.0,0.24,2024.0,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.9156420822774,5.0,4.0,0,36.0,0,0,1,1,0,700.0,realt,Минск Жореса Алфёрова ул. 7,https://realt.by/rent-flat-for-long/object/4132488/,Неморшанский сад,2020-е,12.567324955116696
3.0,62.8,43.1,,8.0,12.0,0.6666666666666666,1984.0,42.0,True,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.1611034828243,4.0,2.0,0,66.0,1,0,1,1,0,650.0,realt,Минск Заславская ул. 25,https://realt.by/rent-flat-for-long/object/4102297/,Фрунзенская,1980-е,10.35031847133758
3.0,91.8,63.4,,4.0,7.0,0.5714285714285714,2023.0,3.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3568.363376029129,5.0,4.0,0,36.0,1,0,1,1,0,2000.0,realt,Минск Тимирязева ул. 126,https://realt.by/rent-flat-for-long/object/4132382/,Кунцевщина,2020-е,21.78649237472767
3.0,62.54,43.1,,5.0,9.0,0.5555555555555556,1976.0,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1911.3410880458375,1.0,5.0,1,161.0,1,0,1,1,0,1000.0,realt,Минск Корженевского ул. 31,https://realt.by/rent-flat-for-long/object/4012128/,Малиновка,1970-е,15.98976654940838
3.0,84.3,55.4,,3.0,19.0,0.15789473684210525,,,True,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,523.3246635776111,6.0,6.0,1,6.0,1,0,0,1,0,950.0,realt,Минск Туровского ул. 18,https://realt.by/rent-flat-for-long/object/4159516/,Восток,,11.269276393831554
2.0,65.0,40.0,,9.0,19.0,0.47368421052631576,2007.0,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2644.0916842851184,2.0,2.0,0,143.0,1,0,1,1,0,550.0,realt,Минск Радужная ул. 19,https://realt.by/rent-flat-for-long/object/4029432/,Пушкинская,2000-е,8.461538461538462
2.0,43.0,25.0,,5.0,5.0,1.0,2000.0,26.0,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,235.21157261111668,5.0,4.0,0,36.0,1,0,1,1,0,1500.0,realt,Минск Партизанский просп. 54,https://realt.by/rent-flat-for-long/object/4132196/,Партизанская,2000-е,34.883720930232556
2.0,60.0,38.0,,11.0,16.0,0.6875,2008.0,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.6996729261887,6.0,6.0,1,6.0,1,0,1,1,0,1400.0,realt,Минск Шпилевского ул. 59 -,https://realt.by/rent-flat-for-long/object/4159372/,Слуцкий гостинец,2000-е,23.333333333333332
3.0,92.1,52.2,,6.0,13.0,0.46153846153846156,2002.0,24.0,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,411.46687495260727,9.0,6.0,1,271.0,1,0,1,1,0,1100.0,realt,Минск Казарменный пер. 4,https://realt.by/rent-flat-for-long/object/3898160/,Первомайская,2000-е,11.943539630836048
1.0,31.0,17.1,,3.0,5.0,0.6,1964.0,62.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.3124702741638,6.0,5.0,1,6.0,1,0,1,1,0,1400.0,realt,Минск Волоха ул. 10,https://realt.by/rent-flat-for-long/object/4159306/,Молодёжная,1960-е,45.16129032258065
4.0,99.4,85.9,,25.0,25.0,1.0,2017.0,9.0,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,447.8028675999359,3.0,6.0,1,97.0,1,0,1,1,0,1500.0,realt,Минск Туровского ул. 14,https://realt.by/rent-flat-for-long/object/4071599/,Восток,2010-е,15.090543259557343
2.0,51.56,30.33,,4.0,9.0,0.4444444444444444,1977.0,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.0828556862434,6.0,5.0,1,7.0,1,0,1,1,0,1450.0,realt,Минск Логойский тракт 1 1,https://realt.by/rent-flat-for-long/object/4159263/,Парк Челюскинцев,1970-е,28.12257564003103
4.0,84.0,74.0,,8.0,25.0,0.32,2017.0,9.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,796.2391433275883,6.0,6.0,1,13.0,1,0,1,1,0,1400.0,realt,Минск Мстиславца ул. 3,https://realt.by/rent-flat-for-long/object/4153400/,Восток,2010-е,16.666666666666668
3.0,100.0,70.0,,12.0,19.0,0.631578947368421,2015.0,11.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2857.127082296314,6.0,2.0,0,24.0,1,0,1,1,0,890.0,realt,Минск Кольцова ул. 5,https://realt.by/rent-flat-for-long/object/4142527/,Московская,2010-е,8.9
3.0,110.0,60.0,,14.0,15.0,0.9333333333333333,2009.0,17.0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2070.9092712933457,6.0,6.0,1,13.0,1,0,1,1,0,3400.0,realt,Минск Тургенева ул. 5,https://realt.by/rent-flat-for-long/object/4153110/,Академия наук,2000-е,30.90909090909091
3.0,59.3,54.5,,4.0,25.0,0.16,2020.0,6.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.6541267483636,5.0,3.0,0,37.0,1,0,1,1,0,2250.0,realt,Минск Макаенка ул. 12 л,https://realt.by/rent-flat-for-long/object/4131797/,Парк Челюскинцев,2020-е,37.94266441821248
2.0,55.6,29.5,,8.0,10.0,0.8,1999.0,27.0,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2567.154200262523,2.0,3.0,0,135.0,1,0,1,1,0,630.0,realt,Минск Радужная ул. 13,https://realt.by/rent-flat-for-long/object/4037199/,Пушкинская,1990-е,11.33093525179856
2.0,61.0,31.0,,8.0,18.0,0.4444444444444444,2013.0,13.0,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,294.33825240762695,5.0,3.0,0,37.0,1,0,1,1,0,1800.0,realt,Минск Притыцкого ул. 105,https://realt.by/rent-flat-for-long/object/4131719/,Каменная Горка,2010-е,29.508196721311474
4.0,125.8,89.7,,15.0,16.0,0.9375,2015.0,11.0,True,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.9914823111177,5.0,3.0,0,37.0,1,0,1,1,0,1200.0,realt,Минск Дзержинского просп. 115,https://realt.by/rent-flat-for-long/object/4131688/,Малиновка,2010-е,9.538950715421304
2.0,64.0,59.0,,14.0,14.0,1.0,2020.0,6.0,False,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.9093943087755,6.0,5.0,1,7.0,1,0,1,1,0,1100.0,realt,Минск Независимости просп. 88,https://realt.by/rent-flat-for-long/object/4159088/,Парк Челюскинцев,2020-е,17.1875
3.0,60.6,58.6,,9.0,10.0,0.9,2023.0,3.0,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,88.28978570383389,5.0,3.0,0,37.0,1,0,1,1,0,700.0,realt,Минск,https://realt.by/rent-flat-for-long/object/4131640/,Купаловская,2020-е,11.55115511551155
1.0,49.0,20.0,,7.0,25.0,0.28,2015.0,11.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2133.323443329985,6.0,5.0,1,7.0,1,0,1,1,0,1350.0,realt,Минск Богдановича ул. 136,https://realt.by/rent-flat-for-long/object/4159030/,Академия наук,2010-е,27.551020408163264
3.0,81.6,61.8,,4.0,9.0,0.4444444444444444,1968.0,58.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,387.80550424344005,5.0,3.0,0,37.0,1,0,1,1,0,2200.0,realt,Минск Золотая Горка ул. 20,https://realt.by/rent-flat-for-long/object/4131485/,Площадь Якуба Коласа,1960-е,26.96078431372549
4.0,93.5,60.0,,15.0,15.0,1.0,2011.0,15.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.5255906880391,6.0,0.0,0,383.0,1,0,1,1,0,980.0,realt,Минск Скрыганова ул. 4 А,https://realt.by/rent-flat-for-long/object/3769141/,Молодёжная,2010-е,10.481283422459892
2.0,50.0,45.0,,5.0,5.0,1.0,,,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.2487456978425,6.0,6.0,1,13.0,1,0,0,1,0,700.0,realt,Минск Городской Вал ул. 9,https://realt.by/rent-flat-for-long/object/4152970/,Октябрьская,,14.0
4.0,128.3,77.4,,2.0,8.0,0.25,1995.0,31.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.8569648282162,5.0,3.0,0,37.0,1,0,1,1,0,2300.0,realt,Минск Городецкая ул. 44,https://realt.by/rent-flat-for-long/object/4131263/,Уручье,1990-е,17.926734216679655
1.0,41.6,29.7,,3.0,9.0,0.3333333333333333,2022.0,4.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3292.9402283264435,3.0,0.0,0,474.0,1,0,1,1,0,1672.0,realt,Минск Нововиленская ул. 39,https://realt.by/rent-flat-for-long/object/3663304/,Молодёжная,2020-е,40.19230769230769
2.0,44.0,30.0,,2.0,4.0,0.5,1960.0,66.0,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.2232365126326,6.0,1.0,0,11.0,1,0,1,1,0,650.0,realt,Минск Волгоградская ул. 27,https://realt.by/rent-flat-for-long/object/4155752/,Московская,1960-е,14.772727272727273
2.0,50.0,30.0,,19.0,19.0,1.0,2021.0,5.0,False,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2963.1576187248024,6.0,4.0,0,8.0,1,0,1,1,0,1000.0,realt,Минск Нарочанская ул. 4,https://realt.by/rent-flat-for-long/object/4158748/,Пушкинская,2020-е,20.0
1.0,33.7,30.0,,5.0,25.0,0.2,2022.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,318.7704742221355,6.0,4.0,0,8.0,1,0,1,1,0,700.0,realt,Минск Белградская ул. 8,https://realt.by/rent-flat-for-long/object/4158720/,Аэродромная,2020-е,20.771513353115726
3.0,60.0,40.8,,2.0,18.0,0.1111111111111111,2023.0,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.6970208750167,6.0,3.0,0,23.0,1,0,1,1,0,600.0,realt,Минск Рыбалко ул. 11,https://realt.by/rent-flat-for-long/object/4143766/,Пролетарская,2020-е,10.0
1.0,48.0,40.0,,4.0,22.0,0.18181818181818182,2024.0,2.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.80900254641395,6.0,4.0,0,8.0,1,0,1,1,0,1400.0,realt,Минск Дзержинского просп. 26,https://realt.by/rent-flat-for-long/object/4158691/,Грушевка,2020-е,29.166666666666668
2.0,48.0,28.1,,3.0,7.0,0.42857142857142855,1994.0,32.0,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2771.5968605578573,6.0,4.0,0,8.0,1,0,1,1,0,450.0,realt,Минск Сухаревская ул. 1,https://realt.by/rent-flat-for-long/object/4158672/,Каменная Горка,1990-е,9.375
3.0,79.6,45.2,,15.0,25.0,0.6,2016.0,10.0,False,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.7170560969852,6.0,0.0,0,19.0,1,0,1,1,0,4000.0,realt,Минск Тимирязева ул. 10,https://realt.by/rent-flat-for-long/object/4147121/,Молодёжная,2010-е,50.25125628140704
4.0,170.0,90.0,,3.0,18.0,0.16666666666666666,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.4482791945783,6.0,4.0,0,8.0,1,0,0,1,0,2100.0,realt,Минск Коласа ул. 34 Б,https://realt.by/rent-flat-for-long/object/4158562/,Академия наук,,12.352941176470589
2.0,29.1,27.6,,4.0,25.0,0.16,2022.0,4.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,340.3409675143813,6.0,4.0,0,8.0,1,0,1,1,0,1402.0,realt,Минск Аэродромная ул. 22,https://realt.by/rent-flat-for-long/object/4158548/,Аэродромная,2020-е,48.1786941580756
